business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level,formatted_phone_number,formatted_address
OPERATIONAL,"{'location': {'lat': 52.060994, 'lng': 4.272902999999999}, 'viewport': {'northeast': {'lat': 52.06238528029149, 'lng': 4.274186730291502}, 'southwest': {'lat': 52.05968731970849, 'lng': 4.271488769708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Royal Trouwauto Service Nummer 1 in Bruidsauto Verhuur.,{'open_now': False},"[{'height': 791, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113514334484546705159"">Royal Trouwauto Service Nummer 1 in Bruidsauto Verhuur.</a>'], 'photo_reference': 'AeJbb3eLsJI6IA9yzxHVA_CB1MdxA71GHf81pg45zDFgr6FcjXPeM5KsAF9rQVhuQcMJFezo4KhXIITbS8WkbozMTzZedcJJDxOPZuhU5nLA_W3cAVo_xRs4JpivaKWr6fqjFMnVKN_X6MjjJBavcABHKAsoB_wEQJv_ky6aXWxB8xcsPBKM', 'width': 1406}]",ChIJ_6dwrCSxxUcRFZt53ilk1lU,"{'compound_code': '376F+95 The Hague, Netherlands', 'global_code': '9F46376F+95'}",5,ChIJ_6dwrCSxxUcRFZt53ilk1lU,GOOGLE,"['car_rental', 'point_of_interest', 'establishment']",4,"Veenendaalkade 6, Den Haag",,,06 12370123,"Veenendaalkade 6, 2547 AR Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0838137, 'lng': 4.2812202}, 'viewport': {'northeast': {'lat': 52.0851303802915, 'lng': 4.282604480291503}, 'southwest': {'lat': 52.0824324197085, 'lng': 4.279906519708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Chrome,,"[{'height': 315, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115959181248217987658"">Chrome</a>'], 'photo_reference': 'AeJbb3crBo1DfQHp2V5fjt4iNz3pQysX8JEnktHwkLagbYrJu7UCJbnWqm3Zz8R_aktbaFqODJIr7fJlvzkpYxw3fFrMC5sLIrYMKnNx6N_lbcpxryxLTvJLhwBwHvnpEiwK76plZAY9PHX2cPxtC6sxjr5Nj-lJN5QgG39YUTm9ss8EtMW4', 'width': 851}]",ChIJOynkccWwxUcRxN-F6awuxsc,"{'compound_code': '37MJ+GF The Hague, Netherlands', 'global_code': '9F4637MJ+GF'}",4.7,ChIJOynkccWwxUcRxN-F6awuxsc,GOOGLE,"['car_rental', 'point_of_interest', 'establishment']",7,"Hollanderstraat 79, Den Haag",,,070 338 7272,"Hollanderstraat 79, 2517 HJ Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0762773, 'lng': 4.2759296}, 'viewport': {'northeast': {'lat': 52.0776131302915, 'lng': 4.277290880291504}, 'southwest': {'lat': 52.0749151697085, 'lng': 4.274592919708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},"[{'height': 660, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108465912877180033398"">MyWheels</a>'], 'photo_reference': 'AeJbb3dqOwstW-PilxX8hB6G9QhIHuUduclJ6grQgvF34bCOBlVE2ct2MA6-UZoQh2f-zyC_VP9DgHItM1YmvFa1mAl9TzPHD9fAicEtKotY7wgJum7WCyh8CSsckmwFNXkObjRwj-iqLnfl6mg_NOxL1ewTduAdvNLW3LTtulExHWijFMP2', 'width': 1173}]",ChIJoSTMv8SxxUcRgicEpNV_68Q,"{'compound_code': '37GG+G9 The Hague, Netherlands', 'global_code': '9F4637GG+G9'}",,ChIJoSTMv8SxxUcRgicEpNV_68Q,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Copernicusstraat 193, Den Haag",,,085 773 4222,"Copernicusstraat 193, 2561 VV Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0764185, 'lng': 4.278978400000001}, 'viewport': {'northeast': {'lat': 52.0777923302915, 'lng': 4.280395980291503}, 'southwest': {'lat': 52.0750943697085, 'lng': 4.277698019708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},"[{'height': 660, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108216258988084886884"">MyWheels</a>'], 'photo_reference': 'AeJbb3eTPs1Wc1n4qy25DIBL3vtHMnayFkaYi99-WSJzWJTEezyb2siRySqEPP2_q-K9HF2CLCAm5SUd4Ba5G-lKYPc5KBtnVRbbJ-QzOO36u_hJvNpQ3tiMtRuhHZnZhaAH_OzpB-k0rJQNganCYTvf6tBv8hA0DeXsO8gpVyIq2rrq3lD5', 'width': 1173}]",ChIJNa3MvV2xxUcRLnl_PAQAJxQ,"{'compound_code': '37GH+HH The Hague, Netherlands', 'global_code': '9F4637GH+HH'}",,ChIJNa3MvV2xxUcRLnl_PAQAJxQ,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Beeklaan 312, Den Haag",,,085 773 4222,"Beeklaan 312, 2562 AW Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0769564, 'lng': 4.2716314}, 'viewport': {'northeast': {'lat': 52.0782575802915, 'lng': 4.273023930291502}, 'southwest': {'lat': 52.0755596197085, 'lng': 4.270325969708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},"[{'height': 662, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105823029543727069415"">MyWheels</a>'], 'photo_reference': 'AeJbb3ckSWLcdW_khr2TEnGcs4HcXJmZOlkAaWnkkQo5q26PY1j31mbcLLMmcGjHtcwiV2JGeSpyaaLq8gfeT12mQeT8lY22DjxcMre1hpxQJeRK4sCeRsIGqhMyDZXLiHnqd_VTIzBYiRpCwYo94bTT5doAnXMAFuDqqi9dkuq911ZBZ9xb', 'width': 1177}]",ChIJswcax0KxxUcRamytvih5l9o,"{'compound_code': '37GC+QM The Hague, Netherlands', 'global_code': '9F4637GC+QM'}",,ChIJswcax0KxxUcRamytvih5l9o,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Laan van Meerdervoort 409, Den Haag",,,085 773 4222,"Laan van Meerdervoort 409, 2563 AR Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.07476949999999, 'lng': 4.272472599999999}, 'viewport': {'northeast': {'lat': 52.07615713029148, 'lng': 4.273788330291501}, 'southwest': {'lat': 52.07345916970849, 'lng': 4.271090369708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJR_mWI-WxxUcR-c9VCHujUdA,"{'compound_code': '37FC+WX The Hague, Netherlands', 'global_code': '9F4637FC+WX'}",,ChIJR_mWI-WxxUcR-c9VCHujUdA,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Copernicuslaan 22, Den Haag",,,085 773 4222,"Copernicuslaan 22, 2561 VH Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0815179, 'lng': 4.2760614}, 'viewport': {'northeast': {'lat': 52.08285873029151, 'lng': 4.277574430291502}, 'southwest': {'lat': 52.08016076970851, 'lng': 4.274876469708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJIQbinvGxxUcRXZjGdG_Eh_U,"{'compound_code': '37JG+JC The Hague, Netherlands', 'global_code': '9F4637JG+JC'}",,ChIJIQbinvGxxUcRXZjGdG_Eh_U,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Groot Hertoginnelaan 171, Den Haag",,,085 773 4222,"Groot Hertoginnelaan 171, 2517 ES Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.07733899999999, 'lng': 4.282977600000001}, 'viewport': {'northeast': {'lat': 52.0785184802915, 'lng': 4.284474080291503}, 'southwest': {'lat': 52.0758205197085, 'lng': 4.281776119708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJhWb_NO6xxUcRjzc8pzgx5kI,"{'compound_code': '37GM+W5 The Hague, Netherlands', 'global_code': '9F4637GM+W5'}",,ChIJhWb_NO6xxUcRjzc8pzgx5kI,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Regentesselaan 102, Den Haag",,,085 773 4222,"Regentesselaan 102, 2562 CR Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0744796, 'lng': 4.281041}, 'viewport': {'northeast': {'lat': 52.0758105302915, 'lng': 4.282335780291502}, 'southwest': {'lat': 52.0731125697085, 'lng': 4.279637819708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJqTxqqOqxxUcR8nYZ9czrJEs,"{'compound_code': '37FJ+QC The Hague, Netherlands', 'global_code': '9F4637FJ+QC'}",,ChIJqTxqqOqxxUcR8nYZ9czrJEs,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Beeklaan 217, Den Haag",,,085 773 4222,"Beeklaan 217, 2562 AG Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.07807899999999, 'lng': 4.267602399999999}, 'viewport': {'northeast': {'lat': 52.07945938029149, 'lng': 4.268956630291502}, 'southwest': {'lat': 52.07676141970849, 'lng': 4.266258669708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJaZwVfUWxxUcRFKCiTUbfRCI,"{'compound_code': '37H9+62 The Hague, Netherlands', 'global_code': '9F4637H9+62'}",,ChIJaZwVfUWxxUcRFKCiTUbfRCI,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Thomsonlaan 128, Den Haag",,,085 773 4222,"Thomsonlaan 128, 2563 JE Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0718089, 'lng': 4.271843}, 'viewport': {'northeast': {'lat': 52.0731279302915, 'lng': 4.273217630291501}, 'southwest': {'lat': 52.0704299697085, 'lng': 4.270519669708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJZVAB1UqxxUcR-wT6YRQavnU,"{'compound_code': '37CC+PP The Hague, Netherlands', 'global_code': '9F4637CC+PP'}",,ChIJZVAB1UqxxUcR-wT6YRQavnU,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Mient 31, Den Haag",,,085 773 4222,"Mient 31, 2564 KH Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.082924, 'lng': 4.2828855}, 'viewport': {'northeast': {'lat': 52.0843181302915, 'lng': 4.284219730291504}, 'southwest': {'lat': 52.0816201697085, 'lng': 4.281521769708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},"[{'height': 660, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100491153616241678772"">MyWheels</a>'], 'photo_reference': 'AeJbb3cHeRPQE421oqekXTG27bYEP2a0g2zH9Qm4FlCWY4XHr0hEBPfawoWe03_Jmwi3FfRWJ2rIfqxeSjqlX3Hzn35MlQdMyoGArMlvVd6oYyCyk7c6oXFj6YITXFYuAN6ScpYk1u6FNghVzttIWvQjuz8NKaqxvXaVL9BruJgd6R5TTXlB', 'width': 1173}]",ChIJiaWtCZKxxUcRRVS9nbJ09nY,"{'compound_code': '37MM+55 The Hague, Netherlands', 'global_code': '9F4637MM+55'}",,ChIJiaWtCZKxxUcRRVS9nbJ09nY,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Sweelinckplein 46, Den Haag",,,085 773 4222,"Sweelinckplein 46, 2517 GP Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.07080970000001, 'lng': 4.2757801}, 'viewport': {'northeast': {'lat': 52.0720993802915, 'lng': 4.277039080291502}, 'southwest': {'lat': 52.06940141970851, 'lng': 4.274341119708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},"[{'height': 661, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105550377238229960615"">MyWheels</a>'], 'photo_reference': 'AeJbb3c9BZ-2bWXh9YNbW6Kspa3aq_MWE5dIvJXbYsImupRjkEk9iBDlOdOoqiEYHFdGSffHEvaHywwJNqOtlm5PmXsBgK6dzzJ8Zrl97WxjyI9BQzWn7-lFTsSELsoEDnszkZmXHDV7FoefbOuOzxnYm7GQT12SeD8Ip20txESOYwx5o9S-', 'width': 1175}]",ChIJEbfsNpNlxkcRcgo7EZKNPyQ,"{'compound_code': '37CG+88 The Hague, Netherlands', 'global_code': '9F4637CG+88'}",,ChIJEbfsNpNlxkcRcgo7EZKNPyQ,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Valkenboslaan 284, Den Haag",,,085 773 4222,"Valkenboslaan 284, 2563 EC Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.070791, 'lng': 4.2757347}, 'viewport': {'northeast': {'lat': 52.0720900302915, 'lng': 4.277019830291501}, 'southwest': {'lat': 52.0693920697085, 'lng': 4.274321869708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJazYsomSxxUcRvww7uuHKI70,"{'compound_code': '37CG+87 The Hague, Netherlands', 'global_code': '9F4637CG+87'}",,ChIJazYsomSxxUcRvww7uuHKI70,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Valkenboslaan 284, Den Haag",,,085 773 4222,"Valkenboslaan 284, 2563 EC Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0853121, 'lng': 4.274388099999999}, 'viewport': {'northeast': {'lat': 52.08663243029149, 'lng': 4.275651980291503}, 'southwest': {'lat': 52.0839344697085, 'lng': 4.272954019708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJpb2VSL2xxUcR2hI9eufn2xw,"{'compound_code': '37PF+4Q The Hague, Netherlands', 'global_code': '9F4637PF+4Q'}",,ChIJpb2VSL2xxUcR2hI9eufn2xw,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Conradkade 215, Den Haag",,,085 773 4222,"Conradkade 215, 2582 CW Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.07223279999999, 'lng': 4.284497000000001}, 'viewport': {'northeast': {'lat': 52.07357388029149, 'lng': 4.285790180291503}, 'southwest': {'lat': 52.0708759197085, 'lng': 4.283092219708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},"[{'height': 660, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108343922094912632843"">MyWheels</a>'], 'photo_reference': 'AeJbb3djUMNJj_rghipZ9kgB0wj79ixQPr7J-K04MN_zBxU1BUiGJyZZIowWliAs_nTKyZB8cQLAr71ITjBDq9PaAl-3XvPN_MynnUZpdQt_g2UWz5KvyOvU_ZJPPuRCH-2QaCDEUAhPmQTTa7hTkHIM-d6H-ZS27OYuYcpGeE0hEXWGvaFS', 'width': 1173}]",ChIJfe4V5y-xxUcRLfIOum2fdXo,"{'compound_code': '37CM+VQ The Hague, Netherlands', 'global_code': '9F4637CM+VQ'}",,ChIJfe4V5y-xxUcRLfIOum2fdXo,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Regentesselaan 320, Den Haag",,,085 773 4222,"Regentesselaan 320, 2562 EL Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.090754, 'lng': 4.2997261}, 'viewport': {'northeast': {'lat': 52.09213008029149, 'lng': 4.301050930291503}, 'southwest': {'lat': 52.08943211970849, 'lng': 4.298352969708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJAxXoDq23xUcR44dq0dTbmeI,"{'compound_code': '37RX+8V The Hague, Netherlands', 'global_code': '9F4637RX+8V'}",,ChIJAxXoDq23xUcR44dq0dTbmeI,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Malakkastraat 126, Den Haag",,,085 773 4222,"Malakkastraat 126, 2585 SZ Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0870142, 'lng': 4.2803238}, 'viewport': {'northeast': {'lat': 52.08839628029151, 'lng': 4.281773280291502}, 'southwest': {'lat': 52.08569831970851, 'lng': 4.279075319708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJ48kPLZKxxUcRD2Hyrnu1d-0,"{'compound_code': '37PJ+R4 The Hague, Netherlands', 'global_code': '9F4637PJ+R4'}",,ChIJ48kPLZKxxUcRD2Hyrnu1d-0,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Stadhouderslaan 70, Den Haag",,,085 773 4222,"Stadhouderslaan 70, 2517 SE Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0828779, 'lng': 4.2943986}, 'viewport': {'northeast': {'lat': 52.08418848029149, 'lng': 4.295763330291502}, 'southwest': {'lat': 52.0814905197085, 'lng': 4.293065369708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJfTzNXQOxxUcR5I7ggWKyqws,"{'compound_code': '37MV+5Q The Hague, Netherlands', 'global_code': '9F4637MV+5Q'}",,ChIJfTzNXQOxxUcR5I7ggWKyqws,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Prins Hendrikplein 7, Den Haag",,,085 773 4222,"Prins Hendrikplein 7, 2518 JA Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0844286, 'lng': 4.2999686}, 'viewport': {'northeast': {'lat': 52.08582058029149, 'lng': 4.301254980291501}, 'southwest': {'lat': 52.08312261970849, 'lng': 4.298557019708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJ25MBin63xUcRWTtpXgMG-I8,"{'compound_code': '37MX+QX The Hague, Netherlands', 'global_code': '9F4637MX+QX'}",,ChIJ25MBin63xUcRWTtpXgMG-I8,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Anna Paulownastraat 55, Den Haag",,,085 773 4222,"Anna Paulownastraat 55, 2518 BB Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0944596, 'lng': 4.3077512}, 'viewport': {'northeast': {'lat': 52.0958366302915, 'lng': 4.309183280291503}, 'southwest': {'lat': 52.0931386697085, 'lng': 4.306485319708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJsfC7LMS3xUcRXzEU_aV6xBs,"{'compound_code': '38V5+Q4 The Hague, Netherlands', 'global_code': '9F4638V5+Q4'}",,ChIJsfC7LMS3xUcRXzEU_aV6xBs,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Koninginnegracht 99, Den Haag",,,085 773 4222,"Koninginnegracht 99, 2514 AK Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0496062, 'lng': 4.257139899999999}, 'viewport': {'northeast': {'lat': 52.05088943029151, 'lng': 4.258601430291503}, 'southwest': {'lat': 52.04819146970851, 'lng': 4.255903469708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Carteam Helm Garage & Autoverhuur,{'open_now': True},"[{'height': 550, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107497084725315087303"">Carteam Helm Garage &amp; Autoverhuur</a>'], 'photo_reference': 'AeJbb3ceLIUQZI2ZEFCca0r8moAlrdzMIRGGLOUtoegqNpsgwkUSTurjCMtLYmpsKxES5R45gRD88v3Ugl-p4ieyRpEKuzZM0jf6iNZAupI7cCMooSgpGTwxyNlsMY6ik8EJzLsRbw78Z4d65_Zx8bbPSebllGKNoWE3RkFMwOwFkCXBGnJR', 'width': 1050}]",ChIJDUmNac6wxUcRxqfUYkwTdjk,"{'compound_code': '27X4+RV The Hague, Netherlands', 'global_code': '9F4627X4+RV'}",4.6,ChIJDUmNac6wxUcRxqfUYkwTdjk,GOOGLE,"['car_rental', 'car_repair', 'point_of_interest', 'establishment']",120,"Zilverstraat 45, Den Haag",,,070 346 0315,"Zilverstraat 45, 2544 EJ Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.05191259999999, 'lng': 4.2575577}, 'viewport': {'northeast': {'lat': 52.05329778029149, 'lng': 4.258943980291503}, 'southwest': {'lat': 52.05059981970849, 'lng': 4.256246019708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Zeeuw & Zeeuw Kia Den Haag,{'open_now': True},"[{'height': 3101, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102806674436168813965"">Zeeuw &amp; Zeeuw Kia Den Haag</a>'], 'photo_reference': 'AeJbb3dBwB18kOr1iRRvCmx45NFCtUQTiFR2M-J56s6lDFgD5KWnc6KhwcGO3XbvV1l4qXbxOETNcaoYwB370xGxboLXxiosiJ4JzYzLD-7C9mtO1Xr91gySzUb6dfMYPsH8WWWa8FYAKJYwMH0Dvhk49_eZjSTRbTEnFCVESRAZ5Es9pwUF', 'width': 5512}]",ChIJq8I3A22xxUcR3l_1W6G-v3A,"{'compound_code': '3725+Q2 The Hague, Netherlands', 'global_code': '9F463725+Q2'}",4.3,ChIJq8I3A22xxUcR3l_1W6G-v3A,GOOGLE,"['car_rental', 'car_repair', 'car_dealer', 'store', 'insurance_agency', 'point_of_interest', 'establishment']",202,"Goudlaan 4, Den Haag",,,070 366 6100,"Goudlaan 4, 2544 EG Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.03778, 'lng': 4.274649999999999}, 'viewport': {'northeast': {'lat': 52.0391259302915, 'lng': 4.275993980291503}, 'southwest': {'lat': 52.03642796970851, 'lng': 4.273296019708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJVapGy8GxxUcRINHJSytu8Lg,"{'compound_code': '27QF+4V The Hague, Netherlands', 'global_code': '9F4627QF+4V'}",,ChIJVapGy8GxxUcRINHJSytu8Lg,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Zwaardvegersgaarde 94, Den Haag",,,085 773 4222,"Zwaardvegersgaarde 94, 2542 TD Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0474441, 'lng': 4.2782554}, 'viewport': {'northeast': {'lat': 52.04877098029149, 'lng': 4.279809630291503}, 'southwest': {'lat': 52.0460730197085, 'lng': 4.277111669708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Erdem Zorgkantoor,{'open_now': False},,ChIJQWc8YEixxUcRHL0ngYLTDds,"{'compound_code': '27WH+X8 The Hague, Netherlands', 'global_code': '9F4627WH+X8'}",4,ChIJQWc8YEixxUcRHL0ngYLTDds,GOOGLE,"['car_rental', 'point_of_interest', 'establishment']",4,"Leyweg 1128, Den Haag",,,070 415 8984,"Leyweg 1128, 2545 GZ Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.05950929999999, 'lng': 4.2738189}, 'viewport': {'northeast': {'lat': 52.0608928802915, 'lng': 4.275220830291501}, 'southwest': {'lat': 52.0581949197085, 'lng': 4.272522869708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MyWheels,{'open_now': True},,ChIJV25cJZqxxUcRvVHJEjkK9LI,"{'compound_code': '375F+RG The Hague, Netherlands', 'global_code': '9F46375F+RG'}",,ChIJV25cJZqxxUcRvVHJEjkK9LI,GOOGLE,"['car_rental', 'travel_agency', 'point_of_interest', 'establishment']",,"Driebergenstraat 143, Den Haag",,,085 773 4222,"Driebergenstraat 143, 2546 VH Den Haag, Netherlands"
